cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age_days,strength,age_hours,temperature,humidity,curing_method
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3.0,8.06342182,72.0,16.685785941408724,85.73473889590274,0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180.0,44.207822168,4320.0,19.654473731747668,75.91482650415658,2
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365.0,52.516697444,8760.0,23.24279936868144,89.85538773733363,0
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270.0,53.300631656,6480.0,36.40703845572055,44.54982708161971,0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270.0,41.15137506,6480.0,12.986951286334389,73.70318022517888,0
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180.0,52.1243856,4320.0,25.569377536544465,48.13516395264695,0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28.0,37.427515184,672.0,28.6965827544817,53.59129342127362,1
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7.0,38.60376124,168.0,6.858016508799909,63.9253824252859,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365.0,55.260122448,8760.0,29.301794076057533,81.15739799304372,1
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365.0,52.908319812,8760.0,11.82096494749166,88.88584284395066,2
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180.0,41.719503284,4320.0,7.602063719411181,73.77913897051627,0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270.0,42.131120456,6480.0,42.95542149013333,49.24367475171336,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365.0,53.69225402399999,8760.0,43.62528132298237,49.49499015939492,0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270.0,38.407950056,6480.0,37.33589392465844,71.6307611112224,1
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28.0,30.079769452,672.0,17.184550766934827,36.71440020378117,0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90.0,37.721921436,2160.0,8.906884560255355,27.733187919197626,0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90.0,42.229026048,2160.0,32.36932106048627,44.82355103485436,1
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180.0,36.251958604,4320.0,22.60609974958405,40.10672941578572,0
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90.0,50.45930106,2160.0,9.881529393791151,40.741568431919305,2
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365.0,43.698299404,8760.0,24.807076404450807,36.35254257349369,0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365.0,38.995383608,8760.0,6.375540844608736,22.94652327454533,0
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180.0,53.104130996,4320.0,41.372816083151285,21.251175431338968,0
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90.0,41.542997428,2160.0,15.351199264000677,89.14056728152221,1
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7.0,35.076402024,168.0,31.50089137415928,49.94411936151036,0
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3.0,15.049192652,72.0,17.46844304357644,46.90286530117771,1
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180.0,40.759063216,4320.0,25.80272084711244,67.57530978851489,2
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7.0,26.258003984,168.0,26.868411173731182,35.27777215055449,0
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7.0,32.823194456,168.0,12.394178221021082,86.49728287651577,2
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180.0,39.77931782,4320.0,43.78338511058234,75.04415100908864,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180.0,46.931941844,4320.0,36.00531293444458,26.25877016185817,0
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90.0,33.116911232,2160.0,42.579957662567566,49.23065430494498,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90.0,49.185149412,2160.0,40.79309401710595,81.53828152935154,1
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7.0,14.58931216,168.0,28.915999152443405,86.13124156039872,0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7.0,14.638264956,168.0,41.87496940092467,52.71810578749088,0
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365.0,41.934619796,8760.0,8.53970008207678,62.93879724474954,0
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3.0,9.131420144,72.0,12.839314496765809,31.692376226445266,0
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180.0,50.94882902,4320.0,6.809091556421523,89.38180382958836,0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28.0,33.01900564,672.0,18.013213230530575,36.21701909684104,1
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270.0,54.378282644,6480.0,20.54709158757928,85.99122418945879,1
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270.0,51.732763232,6480.0,15.853961270955836,65.4752654294658,0
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3.0,9.86640156,72.0,38.14950036607718,62.54157564152014,2
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270.0,50.655112244,6480.0,19.27013306774357,55.8881957711556,0
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180.0,48.695621452,4320.0,16.23738038749523,36.14688682024311,2
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270.0,55.064311264,6480.0,26.70784332632994,32.35696224038558,0
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360.0,44.698039604,8640.0,10.636968998990506,35.43403463491227,0
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7.0,30.275580636,168.0,37.08787923016159,33.05067835009782,0
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28.0,40.856968808,672.0,7.982025747190833,74.57091314967273,1
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28.0,71.98818916,672.0,44.47547746402069,44.50876814167111,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3.0,34.39795764,72.0,35.889790771866295,24.048987359437746,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3.0,28.79941252,72.0,12.948627261366896,87.83718410985679,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,72.0,5.220884684944096,81.8650119474398,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3.0,36.3009114,72.0,37.61845713819336,84.94265982366491,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3.0,28.99936056,72.0,33.274293753904686,89.64354758525047,1
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3.0,37.79707432,72.0,34.160286721639494,32.17266744536411,1
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3.0,40.1964508,72.0,35.85081386743783,47.73694132318612,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,72.0,7.961786069363614,73.07669329928639,1
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3.0,28.096147,72.0,19.338629141770905,68.72144326376545,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3.0,41.2996124,72.0,9.634762381005189,30.77271344378985,1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3.0,33.39821744,72.0,39.52413703502374,77.10831874934325,1
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3.0,25.2003478,72.0,29.93192507310232,35.710840028566246,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3.0,41.09966436,72.0,18.235920994105967,35.667233037583614,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,72.0,7.542334011440945,57.58820960253895,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3.0,28.29609504,72.0,17.439292868626488,61.50579543891922,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3.0,28.59946448,72.0,18.007332881069882,60.60603454864678,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,72.0,34.18424713352256,26.40407861784284,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3.0,24.40055564,72.0,30.50229885420853,81.42226038412662,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,72.0,40.48850970305306,38.59200298120943,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3.0,39.300132,72.0,23.888597006477973,29.06604448979629,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3.0,40.59634688,72.0,9.783769837532068,82.2123655908284,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3.0,35.3011712,72.0,33.5297914889198,86.89560487608274,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3.0,24.0971862,72.0,35.4314019446759,80.34893320858154,1
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7.0,46.20178676,168.0,27.45108790277985,76.66612523074147,1
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7.0,42.79577532,168.0,35.83868719818244,65.86693864473152,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,168.0,24.75182385457563,58.56001594263975,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7.0,46.80163088,168.0,25.909313175279763,26.08907319379871,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7.0,45.69846928,168.0,22.101640734341984,48.59172491494891,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7.0,55.59934464,168.0,6.016765069763808,46.08819619086198,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7.0,54.89607912,168.0,9.315657079732178,38.18276486322284,1
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,168.0,6.25716742746937,70.63940795820095,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7.0,34.90127512,168.0,30.456416450551217,54.711301455513954,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7.0,46.89815752,168.0,17.574239243053068,25.673235113535355,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7.0,49.20100736,168.0,25.34282764658812,35.41282413648679,1
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7.0,33.39821744,168.0,41.30265895704372,67.8281134561717,0
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7.0,54.09628696,168.0,14.971689165955,25.329160164321014,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,168.0,21.415316921425188,79.5844839834138,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,7.0,49.80085148,168.0,35.22204554172195,54.66025689097821,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,7.0,47.09810556,168.0,14.1519266196649,53.64106041286536,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,168.0,8.079196393151719,61.46854492616623,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,7.0,37.99702236,168.0,16.590058116550722,77.72766761476043,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,55.89581932,168.0,11.448851490160177,44.34664455315351,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,7.0,56.09576736,168.0,42.18790609370292,67.46113067913444,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,7.0,59.09498796,168.0,37.32481518257668,59.601237479705375,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,7.0,22.89749796,168.0,30.33615026041694,38.69197891185949,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,7.0,35.10122316,168.0,39.85842360750871,81.50409904486105,1
374.0,189.2,0.0,170.1,10.1,926.1,756.7,28.0,61.09446836,672.0,37.14688307596458,75.81982151248496,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,28.0,59.79825348,672.0,12.462802355441433,66.09162842608978,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,672.0,40.70235993959911,79.54072103659693,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,28.0,61.79773388,672.0,26.573689676626028,80.71059406718616,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,28.0,56.69561148,672.0,37.2976062065625,69.58540837005243,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,28.0,68.29949256,672.0,40.84365199693973,78.59093298545704,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,28.0,66.89985628,672.0,17.720138998874553,68.82300231684985,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,672.0,9.40207698110707,67.60985402322103,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,28.0,50.69717028,672.0,14.117406501677667,63.3027964750629,0
531.3,0.0,0.0,141.8,28.2,852.1,893.7,28.0,56.3991368,672.0,22.08431154505025,72.69016476903488,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,28.0,60.2946762,672.0,37.72059063689972,31.10235737051516,1
318.8,212.5,0.0,155.7,14.3,852.1,880.4,28.0,55.49592324,672.0,39.42922333025373,81.66095314392498,1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,28.0,68.4994406,672.0,5.278085221247628,81.02904694216625,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,672.0,25.42989210310263,22.04730981241914,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,28.0,74.69782984,672.0,21.69644012595116,77.80717253953338,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,28.0,52.20022796,672.0,13.88431241882921,29.020890723141164,2
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,672.0,9.794614693347311,43.45831979813993,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,28.0,67.69964844,672.0,18.50460685614512,72.04557794041254,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,672.0,42.71638815650077,31.253192723381574,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,28.0,65.99664272,672.0,17.928117280830207,77.25769168833435,0
389.9,189.0,0.0,145.9,22.0,944.7,755.8,28.0,74.4978818,672.0,25.751624869734645,78.24939245704194,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,28.0,71.29871315999999,672.0,33.12075835580711,55.52274136325853,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,28.0,49.89737812,672.0,19.54518409517176,20.44701102017835,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,56.0,63.3973182,1344.0,43.87128330883843,40.09266932224389,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,56.0,64.90037588,1344.0,43.497891797684446,63.18488428630195,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,1344.0,15.071291833014566,88.68303246191964,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,56.0,64.90037588,1344.0,24.88994023569542,64.22694689116679,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,56.0,60.19814956,1344.0,17.035132392670786,38.186250674491184,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,56.0,72.29845336,1344.0,16.393619775098706,64.38039921697279,1
469.0,117.2,0.0,137.8,32.2,852.1,840.5,56.0,69.29923276,1344.0,6.475477894181312,57.79897658010988,2
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,1344.0,29.38257335919588,74.58917766058005,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,56.0,55.19944856,1344.0,25.10716092915446,27.488644717887087,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,56.0,58.79851328,1344.0,7.059150049999574,73.27195317514196,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,56.0,64.30053176,1344.0,16.14585856946446,57.88866050732772,2
318.8,212.5,0.0,155.7,14.3,852.1,880.4,56.0,66.10006412,1344.0,41.33063543866615,87.40944027012962,1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,56.0,73.69808963999999,1344.0,14.582475626678896,43.931051622708026,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,1344.0,10.795794883648924,64.28353251937637,0
323.7,282.8,0.0,183.8,10.3,942.7,659.9,56.0,80.19984832,1344.0,24.57811041110252,85.24196738570123,2
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,56.0,54.89607912,1344.0,44.42601816442403,27.17568095934755,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,1344.0,14.682210860460016,85.60599410655158,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,56.0,72.99482412,1344.0,31.885421896235144,68.15200056105694,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,1344.0,35.4647846131487,24.74859413736204,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,56.0,71.69860924,1344.0,14.505501759695989,41.067449686277136,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,56.0,79.40005615999999,1344.0,34.12865394447438,69.57204620516971,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,56.0,77.29715436,1344.0,19.711325308770128,24.71454210281402,1
337.9,189.0,0.0,174.9,9.5,944.7,755.8,56.0,59.89478012,1344.0,30.29223322374317,60.75193221233913,0
374.0,189.2,0.0,170.1,10.1,926.1,756.7,91.0,64.90037588,2184.0,30.34118843043579,44.21181398670697,0
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,91.0,66.59648684,2184.0,26.43098736299034,63.4640862437234,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2184.0,8.611590802176332,23.201942366875898,0
425.0,106.3,0.0,151.4,18.6,936.0,803.7,91.0,66.69990824,2184.0,38.41209982356952,81.00757643066635,0
375.0,93.8,0.0,126.6,23.4,852.1,992.6,91.0,62.5009994,2184.0,17.83120259886943,88.14422784241778,0
475.0,118.8,0.0,181.1,8.9,852.1,781.5,91.0,74.19451236,2184.0,12.46074041599417,87.8214498699984,0
469.0,117.2,0.0,137.8,32.2,852.1,840.5,91.0,70.69886903999999,2184.0,6.631005662190557,72.47562822200473,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2184.0,28.63571772752968,29.10603680914424,0
388.6,97.1,0.0,157.9,12.1,852.1,925.7,91.0,57.59882504,2184.0,32.1025744736913,73.07842371503159,1
531.3,0.0,0.0,141.8,28.2,852.1,893.7,91.0,59.19840936,2184.0,5.663513157114246,21.721084152116106,0
425.0,106.3,0.0,153.5,16.5,852.1,887.1,91.0,65.19685056,2184.0,25.48372233197124,21.548648607029808,2
318.8,212.5,0.0,155.7,14.3,852.1,880.4,91.0,68.09954452,2184.0,14.059831007917518,42.652715340467886,1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,91.0,75.49762199999999,2184.0,30.806911616377995,54.20502332832661,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2184.0,11.97465716019966,73.92851924654553,0
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,91.0,56.49566344,2184.0,32.63750952409864,67.83067636245536,1
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2184.0,20.469413852021496,51.21318944637238,0
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,91.0,76.80073164,2184.0,42.46919954946938,39.15386663971661,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2184.0,10.50083776583973,89.79871501103977,0
439.0,177.0,0.0,186.0,11.1,884.9,707.9,91.0,73.29819356,2184.0,18.642654042010346,49.83269115651811,1
389.9,189.0,0.0,145.9,22.0,944.7,755.8,91.0,82.5992248,2184.0,9.538940849623565,51.59709170307728,0
362.6,189.0,0.0,164.9,11.6,944.7,755.8,91.0,79.29663476,2184.0,41.98774473114251,31.453667483416844,0
337.9,189.0,0.0,174.9,9.5,944.7,755.8,91.0,67.79617508,2184.0,40.09357413523924,75.63666841249506,2
222.36,0.0,96.67,189.29,4.46,967.08,870.32,3.0,11.57630204,72.0,15.317665108606224,68.55775580470421,1
222.36,0.0,96.67,189.29,4.46,967.08,870.32,14.0,24.44881896,336.0,31.39936184136716,35.45387289521322,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,28.0,24.8900836,672.0,37.68888800804864,25.76667319310899,0
222.36,0.0,96.67,189.29,4.46,967.08,870.32,56.0,29.44751996,1344.0,27.20803246397849,67.63495114522992,1
222.36,0.0,96.67,189.29,4.46,967.08,870.32,100.0,40.7135578,2400.0,26.18602313424026,65.81578499967947,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,3.0,10.38350856,72.0,14.674091636018067,39.12816688987465,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,14.0,22.13907436,336.0,8.72411071223597,86.56044935752873,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,28.0,22.83544512,672.0,40.88863031813307,30.574052424663016,2
233.81,0.0,94.58,197.89,4.567,947.04,852.16,56.0,27.66177712,1344.0,41.016722286533216,50.26343607298213,0
233.81,0.0,94.58,197.89,4.567,947.04,852.16,100.0,34.55653712,2400.0,30.32405829093072,86.05311441173193,1
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,3.0,12.45193656,72.0,18.561191641948028,49.38091218482856,1
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,14.0,24.98661024,336.0,18.96838298450644,64.696816336486,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,28.0,25.72434956,672.0,34.038227154809576,47.8316078573956,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,56.0,33.96358776,1344.0,40.884410398103086,39.1950641644069,0
194.68,0.0,100.52,165.62,7.48,1006.4,905.9,100.0,37.34202016,2400.0,40.48345697060469,88.87843535718798,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,3.0,15.04436632,72.0,36.19502183430495,48.65338044205301,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,14.0,21.0634918,336.0,30.68126584617151,82.58694425753941,1
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,28.0,26.40003604,672.0,8.365598599801952,36.09682241237603,0
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,56.0,35.34253976,1344.0,11.46514856378455,34.91732928175583,1
190.68,0.0,125.4,162.14,7.77,1090.0,804.01,100.0,40.56876784,2400.0,40.94216754108317,22.1793858019158,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,3.0,12.47262084,72.0,29.2571623863836,65.61667777631195,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,14.0,20.91870184,336.0,5.367882064665186,45.79684406066328,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,28.0,24.90387312,672.0,9.058861714641283,80.50507748877459,0
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,56.0,34.20490436,1344.0,31.54007076432223,53.124693468409,1
212.07,0.0,121.62,180.31,5.69,1057.6,779.32,100.0,39.6103962,2400.0,5.202463353848748,87.77353995403053,0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,3.0,10.0318758,72.0,11.432322056699944,32.98678609921848,0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,14.0,20.08443588,336.0,26.94935157466345,80.80362175689275,0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,28.0,24.48329276,672.0,32.67580790770773,74.36177969542192,0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,56.0,31.53663224,1344.0,31.078450380104023,73.96452912508364,0
229.97,0.0,118.31,195.47,4.63,1029.4,758.59,100.0,35.34253976,2400.0,13.970772378422392,79.13482596818213,0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,3.0,9.4458212,72.0,33.48716885390144,73.27167936600992,2
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,14.0,22.7182342,336.0,14.489963499872005,63.835422514199074,0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,28.0,28.46846404,672.0,18.01598792637071,29.18714143776713,1
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,56.0,38.56239268,1344.0,34.85965620472096,22.276832564387632,0
190.34,0.0,125.18,161.85,9.88,1088.1,802.59,100.0,40.38950408,2400.0,30.98531596188859,84.45934934709808,0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,3.0,10.76272036,72.0,38.96893641976712,63.16552201645166,0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,14.0,25.48303296,336.0,31.304515692013734,75.75761036833234,0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,28.0,21.53923024,672.0,27.732344133418863,53.706564605878505,0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,56.0,28.62704352,1344.0,8.746990713123699,28.211573227367616,0
166.09,0.0,163.27,176.46,4.49,1058.6,780.09,100.0,33.5430074,2400.0,19.70863212237734,28.763005454178533,0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,3.0,7.74971024,72.0,15.608094707269018,67.989570106028,0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,14.0,17.8229546,336.0,14.759585735163345,50.12141264296239,0
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,28.0,24.24197616,672.0,43.920422190097824,34.03673086902357,2
167.95,42.08,163.83,121.75,5.72,1058.7,780.11,56.0,32.8535314,1344.0,20.723908986670416,54.41161827190058,0
